lineage_1,lineage_2,lineage_3,ABL1,ACVR2A,ACVR2B,TRIB1,BRSK2,AKT1,AKT2,AKT3,ALK,ACVRL1,ACVR1,BMPR1A,ACVR1B,TGFBR1,PRKAA1,PRKAA2,NPR1,NPR2,ATM,ATR,AURKC,AXL,GRK2,MAP4K2,BLK,BRAF,BTK,BUB1B,CDK7,CAMK2G,CAMK4,CAMKV,DCLK1,CDK1,CDC7,CDK2,CDK3,CDK4,CDK5,CDK6,CDK8,PRKG1,PRKG2,CDK13,CHEK1,CSNK1A1,CSNK1D,CSNK1G2,CSNK2A1,CSNK2A2,CLK1,CLK2,CLK3,MAP3K8,CSK,MARK3,DAPK2,MAP3K12,CDC42BPG,PRKDC,DYRK1B,DYRK2,EGFR,MARK2,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHB3,MAPK3,MAPK1,MAPK6,MAPK4,PTK2,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT3,FLT4,MTOR,GAK,GRK4,GRK6,TRIB2,GSK3A,GSK3B,HCK,ERBB2,ERBB3,ERBB4,HIPK1,MAP4K1,IGF1R,CHUK,IKBKB,ILK,INSR,IRAK1,IRAK2,IRAK3,ERN1,INSRR,JAK1,JAK2,JAK3,MAPK10,IKBKE,MAST3,STK36,PIM3,KIT,CDKL2,KSR1,LCK,LIMK2,STK11,LTK,LYN,MAK,MAPKAPK2,MAPKAPK5,MARK1,MAST2,MAP2K1,MAP2K2,MAP2K5,MAP3K1,MAP3K2,MAP3K3,MAP3K4,MERTK,MET,AMHR2,MAP2K7,MAP3K9,MAP3K10,DYRK1A,MKNK1,MKNK2,MOS,MAP2K3,MAP2K4,CDC42BPB,RPS6KA4,STK4,STK3,STK24,PKMYT1,STK38,NEK1,NEK2,NEK3,MAP3K14,NEK4,IRAK4,PIK3R4,ROCK2,MAPK14,RPS6KB1,PAK1,PAK2,CDK16,PDGFRA,PDGFRB,PDPK1,PDK2,PDK3,PDK4,EIF2AK3,PHKG1,PIM1,PIM2,CDK10,CDK9,MELK,PRKACA,PRKACB,PRKACG,PRKCA,PRKCD,PRKCE,PRKCI,PRKCZ,PRKX,PLK1,PLK3,PKN1,PKN2,RAF1,RET,GRK1,RIPK1,RIPK2,RIPK3,ROCK1,ROR1,ROR2,RPS6KA2,RPS6KA3,RPS6KA1,RYK,PLK4,MAPK13,MAST1,SGK1,SLK,PLK2,MAP3K11,SRC,SRPK1,SRPK2,TAOK2,SYK,MAP3K7,BMPR2,TESK1,TGFBR2,TIE1,TTN,TLK1,TLK2,TNK1,TRIO,TRKA,TRRAP,TTK,TXK,TYK2,TYRO3,ULK2,VRK1,WEE1,YES1,ZAP70,MAP3K13,ADCK1,KDR,ACVR1C,AURKB,AURKA,MAPK7,BUB1,LIMK1,AATK,LMTK2,LMTK3,EPHA7,MATK,NEK6,NEK7,AAK1,TRPM7,SRMS,MAP4K3,OXSR1,PAK6,PAK4,STK39,STRADA,STRADB,TAOK3,TAOK1,MAP4K4,MINK1,LATS2,ULK3,PDIK1L,SCYL1,MASTL,PINK1,DCLK3,PKDCC,TP53RK,MAPK15,CDKL4,SCYL3,NEK9,TSSK3,NUAK2,RPS6KL1,TSSK2,NEK8,NRBP1,PRKD2,CAMKK2,CDK12,STK17A,PRKD3,EIF2AK4,STK40,STK35,HIPK2,EIF2AK1,CILK1,ERN2,STK38L,SIK3,MOK,STK16,WNK1,CDKL3,PKN3,SIK2,DSTYK,RPS6KC1,NRBP2,STKLD1,TSSK6,TTBK1,DCLK2,TBK1,TESK2,KALRN,TSSK4,VRK3,CSNK1A1L,RIPK4,NEK5,GRK7,SBK2,HIPK4,WNK4,SBK3,BRSK1,SIK1,RIOK3,RIOK1,SNRK,EPHA10,POMK,WNK3,NEK10,EPHA6,SBK1,UHMK1,PNCK,TBCK,SMG1,MYLK2,MAP3K15,LRRK2,HASPIN,CIT,CAMKK1,TEX14,MAST4,BMP2K,TSSK1B,ADCK2,DAPK3,RIOK2,BRD2,BRD4,ALPK3,ADCK5,TRIM24,TRIM28,TRIM33,PAN3,STK19,TAF1,BCR,ABR,TRIM66,BAZ1A,BAZ1B
Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.366059876,0,0,0,0,0,0,0,-1.238804751,-1.914821795,0,0,0,0,-2.362874643,-2.133778763,0,0,-1.513643105,0,0,0,0,0,0,-1.659830172,-0.872440929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.505001656,-0.616019229,0,0,0,0,0,0,0,-0.576226148,0,0,0,0,0,0,0,0,0,0,0,0,-1.16843308,-0.656976395,0,0,0,0,0,0,-0.765127515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.482795873,0,0,0,0,0,0,0,-0.725428074,0,0,0,0,0,0,0,0,-0.989266935,0,0,0,0,0,0,0,0,-1.443972413,0,0,0,0,0,0,0,-0.618940616,0,0,-2.356975739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.560729808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.434954768,-0.944753528,0,0,0,0,0,-2.132656568,0,0,0,0,0,0,-2.252993346,-1.108771421,0,-0.766011255,0,0,0,0,0,0,0,0,0,-0.707160577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.176228279,0,0,0,-1.008333454,0,0,0,0,0,0,0,0,0,-1.057583438,0,0,-0.558868371,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.578894237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.660139172,0,0,-0.506788404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.896971519,0,-0.828891712,0,0,0,0,0,0,0,-0.795593375,0,0,0,0,0
Skin,Melanoma,Cutaneous Melanoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.36930791,0,0,0,0,0,0,0,-0.912816493,-1.588930773,0,0,0,0,-1.81477447,-2.073277778,-0.686400815,0,-0.692219429,0,0,0,0,0,0,-1.765828289,-1.162882903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.288435508,0,0,0,0,0,0,0,-0.84844018,0,0,-0.848922172,0,0,0,0,0,0,0,0,0,-1.189973962,0,0,0,0,0,0,0,0,0,0,0,0,-0.886761465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.332990859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.157773108,0,0,0,0,0,0,0,0,-1.339084944,0,0,0,0,0,0,0,0,0,0,-3.188865766,0,0,0,-0.83779009,0,0,0,0,0,0,0,0,0,0,0,0,-1.511486256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.597673408,0,0,0,-0.896849502,-1.013300503,0,0,0,0,-0.834058236,-2.167002561,0,0,0,0,0,0,-2.269848547,-0.927606512,0,-0.908871852,0,0,0,0,0,0,0,0,0,-0.795669763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.229610017,0,0,0,-0.955190692,0,0,0,0,0,0,0,0,0,-1.042492777,0,0,-0.514961779,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.025948126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.737954461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.116319404,0,-1.050560786,0,0,0,0,0,0,0,-0.932165262,0,0,0,0,0
Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.517245605,0,0,-1.048043181,0,0,0,0,-1.485729253,-1.592542224,0,0,0,0,-1.604045466,-2.323683059,-0.809920787,0,-1.059282485,0,-0.778611294,-0.55782963,0,0,0,-1.823442846,-1.057078766,0,0,-0.519930032,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.565791107,-0.954293008,0,0,0,0,0,0,0,0,0,0,-0.646531352,0,0,0,0,0,0,0,0,0,-0.676932988,-0.642852975,0,0,0,0,0,0,0,0,0,0,0,-0.537048455,0,0,-1.124942082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.457116556,0,0,0,0,0,0,0,0,0,0,0,0,-0.945293933,0,0,0,-0.95108313,0,0,0,0,0,0,0,0,-1.62740422,0,0,0,0,0,0,0,0,0,0,-2.47841786,0,0,-0.790365152,-0.853250255,0,0,0,0,0,0,0,0,0,0,0,0,-1.011699434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.01750669,0,0,0,-1.629775395,-0.924783019,0,0,0,0,0,-3.007514153,0,0,0,0,0,0,-2.025447921,-1.083373531,0,-0.846253194,0,0,0,0,0,0,0,0,0,-0.665450772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.227849188,0,0,0,-1.269494008,0,0,0,0,0,0,0,0,0,-0.855885699,0,0,-0.954024056,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.430233841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.251836604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.817698867,0,-1.118842162,0,0,0,0,0,0,0,-0.625281564,0,0,0,0,0
Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00948703,0,0,0,0,0,-1.38460667,0,0,0,0,0,0,0,-1.420894619,-1.233110444,0,0,0,0,-1.939553547,-2.28081814,-0.701149021,0,-0.545367908,0,-1.022884273,0,0,0,0,-1.822736879,-0.864570058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.593652556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26329877,-0.524848198,0,0,0,0,0,0,0,0,0,0,0,-0.61482434,0,0,-0.82419053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.182139505,0,0,0,0,0,0,0,0,0,0,0,0,-0.60646217,0,0,0,-1.152246035,0,0,0,0,0,0,0,0,-1.856515868,0,0,0,0,0,0,0,0,0,0,-2.850711503,0,0,-0.791947676,-0.958599624,0,0,0,0,0,0,0,0,0,0,0,0,-0.977423083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.643464452,-0.640956391,0,0,0,0,-0.502382913,-2.39934429,0,0,0,0,0,0,-2.352898242,-1.745714203,0,-0.632140856,0,0,0,0,0,0,0,0,0,-0.655635141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.008938646,0,0,0,-0.831884044,0,0,0,0,0,0,0,0,0,-1.61761301,0,-0.50619127,-0.633967311,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.830199062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.483149791,0,-0.513824343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.020592985,0,-0.569220633,0,0,0,-0.63244457,0,0,0,-0.809047377,0,0,0,0,0
Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,0,0,0,0,0,0,-0.535820748,0,0,0,0,0,0,0,0,0,0,0,0,-0.796955158,0,0,0,0,0,0,0,-0.762370011,-2.277065586,0,0,0,0,-2.367174635,-1.717229314,0,0,-0.672469558,0,-0.930165932,0,0,0,0,-2.137353727,-0.870036871,0,0,0,0,0,-0.705213557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.203347249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.712957097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16819348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.836899106,0,0,0,0,0,0,0,0,-0.956261134,0,0,0,0,0,0,0,0,0,0,-2.47028854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.765355196,0,0,0,0,0,-0.544085756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.759340477,-0.811104356,0,0,-0.662515422,0,0,-2.466411261,0,0,0,0,0,0,-2.460415539,-0.825679068,0,-0.594600021,0,0,0,0,0,0,0,0,0,-1.022361922,0,0,-0.64314511,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.699294115,0,0,0,-0.519763436,0,0,0,0,0,0,0,0,0,-0.800020238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.479875645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8135862,0,0,0,0,0,0,-0.913683748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00479727,-0.591921667,-1.35826719,0,0,0,-0.83650252,0,0,0,-0.686699973,0,0,0,0,0
Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.566790746,0,0,0,0,0,-1.186081464,0,0,0,0,0,0,0,0,-1.841364744,0,0,0,0,-2.706217517,-1.883125,0,0,0,0,0,0,0,0,0,-1.849274677,-1.283006607,0,0,-0.741446415,0,0,-0.549362057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.505766172,0,0,0,0,0,0,0,0,0,-1.056995774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.600224301,0,-0.675182275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.646869704,0,0,0,0,0,0,0,0,0,0,-1.253115066,0,0,0,0,0,0,0,-0.533411692,0,0,0,0,0,0,0,0,-1.325590751,0,0,0,0,0,0,-0.545899991,0,-1.38603928,0,0,0,0,0,0,0,0,0,0,-2.511368359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.329490574,0,-0.555479518,0,0,0,0,0,0,0,0,-0.689438192,0,0,0,0,0,-0.538797066,0,-0.54740972,0,0,0,-1.190170922,-1.060864635,0,0,0,0,0,-2.897555426,0,0,0,0,0,0,-2.732821514,-1.073557757,0,-0.729160787,0,0,0,0,0,0,0,0,0,-1.271909029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.388872912,0,0,0,-1.008367785,0,0,0,0,0,0,0,0,0,-1.112501732,0,0,-0.534917223,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.022809373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.926178271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.821281996,-0.538434261,-1.391984682,0,0,0,0,0,0,0,-0.572387078,0,0,0,0,0
Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.161858153,0,0,0,0,0,0,0,-0.667726008,-1.095997687,0,0,0,0,-2.313493297,-2.155136049,-0.533072634,0,-0.736099504,0,-0.606366124,0,0,0,-0.501288915,-1.896543206,-1.266061589,0,0,0,0,0,-0.50163458,0,0,-0.58291843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.853874122,0,-0.991199234,-0.754408956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.786905853,0,0,0,0,0,0,0,0,0,0,-1.525708094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.415828148,0,0,0,0,0,0,0,0,-1.353591601,0,0,0,0,0,0,0,0,0,0,-1.870454234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.855399671,0,-1.027741086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.680456648,0,0,0,-1.019140334,-0.68419496,0,0,0,0,0,-2.014713201,0,0,0,0,0,0,-2.66009157,-0.742871435,0,-0.681237144,0,0,0,0,0,0,0,0,0,-0.774406692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.903113824,0,0,0,-0.791730971,0,0,0,0,0,0,0,0,0,-0.58972719,0,0,-0.613622606,0,0,0,0,0,0,0,0,0,0,-0.84571226,0,0,-0.729289945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.02323701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35454352,-0.574611245,-1.0954836,0,0,0,-0.540292156,0,0,0,-0.691287777,0,0,0,0,0
Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.278166608,0,0,0,0,0,0,0,-1.042549705,-2.672823618,0,0,0,0,-2.028116687,-2.193375147,-0.784382817,0,-0.521324179,0,-1.721975622,0,0,0,-0.588943451,-1.778196524,-0.695466153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.772393848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.504159864,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.631823249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.079068094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.975968719,0,0,0,0,0,0,0,0,-1.291883355,0,0,0,0,0,-0.630575633,0,0,0,0,-2.155285688,0,0,0,0,0,0,0,0,-0.525257738,0,0,0,0,0,0,0,-1.190334861,0,0,0,0,0,-0.597238594,0,0,0,0,0,0,0,0,0,-0.508236969,0,0,-0.735063262,0,0,0,0,-1.065019062,0,0,0,0,-0.548458016,-2.570579161,0,0,0,0,0,0,-2.331966663,-0.76778467,0,-0.902853933,0,0,0,0,0,0,0,0,0,-0.769393318,0,0,-0.521320337,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47108064,0,0,0,-1.736413174,0,0,0,0,0,0,0,0,0,-1.136921239,0,0,-0.824232457,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.652693162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234563547,0,0,0,0,0,0,0,-0.601241005,0,0,0,0,0,0,0,-0.7453801,0,0,0,0,0,0,0,-1.160824298,0,-0.745492293,0,0,0,0,0,0,0,-0.800939797,0,0,0,0,0
Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,0,0,0,0,0,0,-0.530825933,0,0,0,0,0,0,0,0,0,0,0,0,-1.312100379,0,0,0,0,0,0,0,-1.156273811,-2.185931702,0,0,0,0,-2.172721393,-2.28642004,-1.280502689,0,0,0,0,-0.590655093,0,0,0,-2.188584542,-0.878015422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.270654855,-0.589380643,0,0,0,0,0,0,0,0,0,0,0,0,-0.544508309,0,0,0,0,0,0,0,0,-0.515746383,0,0,0,0,0,0,0,0,0,0,0,0,-0.767809106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.742077682,0,0,0,0,0,0,0,-0.572741479,0,0,0,0,0,0,0,0,-1.058324571,0,0,0,0,0,0,-0.959985617,0,-1.784689546,0,0,0,0,0,0,0,0,0,0,-2.935931681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.975687244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.651636971,0,0,0,-0.764971539,-0.723467427,0,0,0,0,0,-2.002099329,0,0,0,0,0,0,-2.355712105,-1.767268083,0,-0.939413422,0,0,0,0,0,0,0,0,0,-1.213342644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.650122149,0,0,0,-0.900167441,0,0,0,0,0,0,0,0,0,-1.210944,0,-0.609129831,-0.712582658,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.962737643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.576065424,0,0,0,0,-0.982693403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.609166818,0,0,0,0,0,0,0,-0.914555317,-0.839061791,-1.436394801,0,0,0,0,0,0,0,-0.849544975,0,0,0,0,0
CNS/Brain,Diffuse Glioma,Glioblastoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.29667807,0,0,0,0,0,0,0,-0.982093936,-2.26085108,0,0,0,0,-1.92279612,-1.804301122,0,0,-0.887434903,0,-0.659154323,0,0,0,0,-1.907364495,-0.703632817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.668191873,0,0,0,0,0,0,0,0,0,0,-0.794466254,0,0,0,0,0,0,0,0,0,-1.797971615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.721643224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.238936266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.626807693,-1.311844948,0,0,0,0,0,0,0,0,-1.687079268,0,0,0,0,0,0,0,0,0,0,-1.975975892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.052118873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.610527217,0,0,0,-1.053113447,-0.898290606,0,0,0,0,-0.741656758,-2.319355656,0,0,0,0,0,0,-2.294887307,-0.903680678,0,-0.852652315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.428565129,0,0,0,-1.150384216,0,0,0,0,0,0,0,0,0,-1.439987943,0,0,-0.635990529,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.244359932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.153104235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.724651748,0,0,0,0,0,0,0,-1.055933903,-0.734420098,-1.009954884,0,0,0,-0.5329625,0,0,0,-0.534335764,0,0,0,0,-0.55583412
Skin,Melanoma,Melanoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.290827449,0,0,0,0,0,-2.106510976,0,-1.299159863,-1.942022121,0,0,0,0,-2.041541715,-2.082039234,-0.81560951,0,-0.695038743,0,-0.815316465,0,0,0,0,-1.749676445,-0.684185616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.493614137,0,0,-1.550147098,0,0,0,0,0,0,0,0,0,-1.574716146,-0.610966051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.041244455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.457400238,0,0,0,0,0,0,0,-0.602777293,0,0,0,0,0,0,0,0,-1.196089914,0,0,0,0,0,0,0,0,-1.344349082,0,0,0,0,0,0,0,0,0,0,-2.182276388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.952151666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.737609248,0,0,0,-1.490635494,-0.685918375,0,0,0,0,-0.657481736,-2.249276498,0,0,0,0,0,0,-2.406974337,-1.001541226,0,-0.77662466,0,0,0,0,0,0,0,0,0,-0.745439424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.175415801,0,0,0,-0.510554147,0,0,0,0,0,0,0,0,0,-1.084749462,0,0,-0.803829018,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.965445009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.994287768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.823630223,-1.173052931,-1.347651888,0,0,0,0,0,0,0,-0.837680558,0,0,0,0,-0.51703494
CNS/Brain,Diffuse Glioma,Glioblastoma,0,0,0,0,0,0,0,0,0,0,0,-0.841931386,0,0,0,0,0,0,0,-1.5958613,0,0,0,0,0,0,0,-0.645918676,-2.084104122,0,0,0,0,-2.136447187,-2.076287837,-0.828212625,0,-0.805713103,0,-0.905698932,0,0,0,0,-1.65168344,-1.148076753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.763506556,0,0,0,0,0,0,0,0,0,-1.816842012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.739908096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.789653049,0,0,0,0,0,0,0,-0.548730174,0,0,0,0,0,0,0,0,-1.429842878,0,0,0,0,0,0,0,0,-2.020914595,0,0,0,0,0,0,0,0,0,0,-2.548564503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.869280887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41123018,-1.099340485,0,0,0,0,-1.340681301,-1.973441827,0,0,0,0,0,0,-2.439537974,-1.131189736,0,-0.773978386,0,0,0,0,0,0,0,0,0,-0.82522334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39320217,0,0,0,-0.888221347,0,0,0,0,0,0,0,0,0,-1.003402914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.616872709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.012232747,0,0,0,0,0,0,0,0,0,0,-0.685554371,0,0,0,0,-0.595178732,0,0,0,0,0,0,0,-1.373136262,-0.523234595,-1.090003794,0,0,0,0,0,0,0,-0.615132648,0,0,0,0,0
